,index,movieId,title,genres,databaseId
108,266,267,Major Payne (1995),Comedy,154352
109,271,272,"Madness of King George, The (1994)",Comedy|Drama,171676
110,273,274,Man of the House (1995),Comedy,180007
111,274,275,Mixed Nuts (1994),Comedy,87891
112,279,280,Murder in the First (1995),Drama|Thriller,78479
113,281,282,Nell (1994),Drama,172042
114,282,283,New Jersey Drive (1995),Crime|Drama,82467
115,287,288,Natural Born Killers (1994),Action|Crime|Thriller,117907
116,288,289,Only You (1994),Comedy|Romance,98930
117,291,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,204109
118,295,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,91332
119,302,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,173935
120,312,313,"Swan Princess, The (1994)",Animation|Children,186519
121,313,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,113721
122,314,315,"Specialist, The (1994)",Action|Drama|Thriller,165778
123,315,316,Stargate (1994),Action|Adventure|Sci-Fi,193034
124,316,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,180808
125,317,318,The Shawshank Redemption (1994),Crime|Drama,181299
126,318,319,Shallow Grave (1994),Comedy|Drama|Thriller,116352
127,325,327,Tank Girl (1995),Action|Comedy|Sci-Fi,165067
128,328,330,Tales from the Hood (1995),Action|Crime|Horror,132385
129,331,333,Tommy Boy (1995),Comedy,170060
130,334,336,"Walking Dead, The (1995)",Drama|War,139321
131,335,337,What's Eating Gilbert Grape (1993),Drama,82476
132,337,339,While You Were Sleeping (1995),Comedy|Romance,135090
133,340,342,Muriel's Wedding (1994),Comedy,168050
134,341,343,"Baby-Sitters Club, The (1995)",Children,88451
135,342,344,Ace Ventura: Pet Detective (1994),Comedy,190418
136,347,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,194987
137,348,350,"Client, The (1994)",Drama|Mystery|Thriller,82284
138,350,352,Crooklyn (1994),Comedy|Drama,89973
139,351,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,186732
140,354,356,Forrest Gump (1994),Comedy|Drama|Romance|War,162882
141,355,357,Four Weddings and a Funeral (1994),Comedy|Romance,186271
142,359,361,It Could Happen to You (1994),Comedy|Drama|Romance,83274
143,360,362,"Jungle Book, The (1994)",Adventure|Children|Romance,86506
144,362,364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,108278
145,365,367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,166052
146,366,368,Maverick (1994),Adventure|Comedy|Western,80014
147,369,371,"Paper, The (1994)",Comedy|Drama,190662
148,370,372,Reality Bites (1994),Comedy|Drama|Romance,188094
149,372,374,Richie Rich (1994),Children|Comedy,130379
150,374,376,"River Wild, The (1994)",Action|Thriller,169353
151,375,377,Speed (1994),Action|Romance|Thriller,154857
152,377,379,Timecop (1994),Action|Sci-Fi|Thriller,101889
153,378,380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,144550
154,379,381,When a Man Loves a Woman (1994),Drama|Romance,120886
155,381,383,Wyatt Earp (1994),Western,178136
156,385,387,"Low Down Dirty Shame, A (1994)",Action|Comedy,77946
157,408,410,Addams Family Values (1993),Children|Comedy|Fantasy,148213
158,410,412,"Age of Innocence, The (1993)",Drama,162016
159,411,413,Airheads (1994),Comedy,177227
160,414,416,Bad Girls (1994),Western,98981
161,418,420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,193672
162,419,421,Black Beauty (1994),Adventure|Children|Drama,77358
163,421,423,Blown Away (1994),Action|Thriller,153707
164,422,424,Blue Chips (1994),Drama,87689
165,424,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,111585
166,425,427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,179112
167,426,428,"Bronx Tale, A (1993)",Drama,188047
168,429,431,Carlito's Way (1993),Crime|Drama,91677
169,432,434,Cliffhanger (1993),Action|Adventure|Thriller,85879
170,433,435,Coneheads (1993),Comedy|Sci-Fi,139150
171,438,440,Dave (1993),Comedy|Romance,97667
172,439,441,Dazed and Confused (1993),Comedy,124708
173,440,442,Demolition Man (1993),Action|Adventure|Sci-Fi,173194
174,452,454,"Firm, The (1993)",Drama|Thriller,181540
175,453,454,"Firm, The (1993)",Drama|Thriller,177677
176,454,455,Free Willy (1993),Adventure|Children|Drama,91611
177,455,455,Free Willy (1993),Adventure|Children|Drama,190919
178,457,457,"Fugitive, The (1993)",Thriller,167064
179,464,464,Hard Target (1993),Action|Adventure|Crime|Thriller,127291
180,465,465,Heaven & Earth (1993),Action|Drama|War,84434
181,466,466,Hot Shots! Part Deux (1993),Action|Comedy|War,147910
182,473,473,In the Army Now (1994),Comedy|War,120792
183,474,474,In the Line of Fire (1993),Action|Thriller,157850
184,476,476,"Inkwell, The (1994)",Comedy|Drama,155576
185,480,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,101158
186,481,480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,148231
187,482,481,Kalifornia (1993),Drama|Thriller,159810
188,483,482,Killing Zoe (1994),Crime|Drama|Thriller,93258
189,484,483,King of the Hill (1993),Drama,136234
190,485,484,Lassie (1994),Adventure|Children,152142
191,486,485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,201861
192,489,488,M. Butterfly (1993),Drama|Romance,124856
193,491,490,Malice (1993),Thriller,122621
194,492,491,"Man Without a Face, The (1993)",Drama,95186
195,495,494,Executive Decision (1996),Action|Adventure|Thriller,135640
196,498,497,Much Ado About Nothing (1993),Comedy|Romance,78559
197,500,499,Mr. Wonderful (1993),Comedy|Romance,91106
198,501,500,Mrs. Doubtfire (1993),Comedy|Drama,161983
199,508,507,"Perfect World, A (1993)",Crime|Drama|Thriller,82795
200,509,508,Philadelphia (1993),Drama,145338
201,510,509,"Piano, The (1993)",Drama|Romance,86104
202,515,514,"Ref, The (1994)",Comedy,121502
203,516,515,"Remains of the Day, The (1993)",Drama|Romance,146309
204,518,517,Rising Sun (1993),Action|Drama|Mystery,118402
205,521,520,Robin Hood: Men in Tights (1993),Comedy,90591
206,522,521,Romeo Is Bleeding (1993),Crime|Thriller,152883
207,525,524,Rudy (1993),Drama,140750
208,528,527,Schindler's List (1993),Drama|War,188808
209,529,528,"Scout, The (1994)",Comedy|Drama,182070
210,532,531,"Secret Garden, The (1993)",Children|Drama,148572
211,534,533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,163899
212,539,538,Six Degrees of Separation (1993),Drama,151670
213,540,539,Sleepless in Seattle (1993),Comedy|Drama|Romance,178711
214,541,540,Sliver (1993),Thriller,155564
215,542,541,Blade Runner (1982),Action|Sci-Fi|Thriller,147934
216,543,542,Son in Law (1993),Comedy|Drama|Romance,188474
217,544,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,93178
218,547,546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,96021
219,552,551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,171615
220,554,553,Tombstone (1993),Action|Drama|Western,180251
221,556,555,True Romance (1993),Crime|Thriller,88267
222,575,575,"Little Rascals, The (1994)",Children|Comedy,161831
223,577,577,Andre (1994),Adventure|Children|Drama,138175
224,579,580,Princess Caraboo (1994),Drama,154118
225,584,585,"Brady Bunch Movie, The (1995)",Comedy,171810
226,585,586,Home Alone (1990),Children|Comedy,90967
227,586,586,Home Alone (1990),Children|Comedy,95199
228,587,587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,89307
229,588,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,107514
230,589,588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,140973
231,590,589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,139878
232,591,590,Dances with Wolves (1990),Adventure|Drama|Western,79136
234,594,592,Batman (1989),Action|Crime|Thriller,181370
235,595,593,The Silence of the Lambs (1991),Crime|Horror|Thriller,203424
236,596,594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,78766
237,597,595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,151488
238,598,596,Pinocchio (1940),Animation|Children|Fantasy|Musical,76757
239,599,597,Pretty Woman (1990),Comedy|Romance,84798
240,601,599,"Wild Bunch, The (1969)",Adventure|Western,82569
241,607,605,One Fine Day (1996),Drama|Romance,87954
242,608,606,Candyman: Farewell to the Flesh (1995),Fantasy|Horror,134346
243,610,608,Fargo (1996),Comedy|Crime|Drama|Thriller,81385
244,611,609,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children,79811
245,618,616,"Aristocats, The (1970)",Animation|Children,170213
246,621,619,Ed (1996),Comedy,86827
247,629,628,Primal Fear (1996),Crime|Drama|Mystery|Thriller,83766
248,632,631,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance,115723
249,638,637,Sgt. Bilko (1996),Comedy,127011
250,641,640,Diabolique (1996),Drama|Thriller,111030
251,647,647,Courage Under Fire (1996),Action|Crime|Drama|War,125914
252,648,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,80325
253,649,648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,188057
254,654,653,Dragonheart (1996),Action|Adventure|Fantasy,111598
255,657,656,Eddie (1996),Comedy,145212
256,662,661,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,112260
257,664,663,Kids in the Hall: Brain Candy (1996),Comedy,112644
258,671,671,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi,129492
259,673,673,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,193109
260,674,674,Barbarella (1968),Adventure|Comedy|Sci-Fi,198803
261,686,688,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War,202461
262,691,694,"Substitute, The (1996)",Action|Crime|Drama,189988
263,701,704,"Quest, The (1996)",Action|Adventure,176163
264,705,708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,102456
265,706,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,95450
266,711,714,Dead Man (1995),Drama|Mystery|Western,134503
267,716,719,Multiplicity (1996),Comedy,116199
268,721,724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,142603
269,722,725,"Great White Hype, The (1996)",Comedy,166083
270,730,733,"Rock, The (1996)",Action|Adventure|Thriller,139492
271,733,736,Twister (1996),Action|Adventure|Romance|Thriller,194965
272,738,742,Thinner (1996),Horror|Thriller,157490
273,739,743,Spy Hard (1996),Comedy,108453
274,743,747,"Stupids, The (1996)",Comedy,159488
275,744,748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,144386
276,750,754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,166906
277,758,762,Striptease (1996),Comedy|Crime,189403
278,761,765,Jack (1996),Comedy|Drama,176051
279,774,778,Trainspotting (1996),Comedy|Crime|Drama,161546
280,779,783,"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,143955
281,780,784,"Cable Guy, The (1996)",Comedy|Thriller,176100
282,781,785,Kingpin (1996),Comedy,112737
283,782,786,Eraser (1996),Action|Drama|Thriller,78888
284,784,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,182236
285,794,798,Daylight (1996),Action|Adventure|Drama|Thriller,151577
286,797,801,Harriet the Spy (1996),Children|Comedy,105529
287,798,802,Phenomenon (1996),Drama|Romance,168644
288,801,805,"Time to Kill, A (1996)",Drama|Thriller,78562
289,804,808,Alaska (1996),Adventure|Children,106018
290,805,809,Fled (1996),Action|Adventure,150177
291,806,810,Kazaam (1996),Children|Comedy|Fantasy,95501
292,822,828,"Adventures of Pinocchio, The (1996)",Adventure|Children,78929
293,824,830,"First Wives Club, The (1996)",Comedy,202156
294,826,832,Ransom (1996),Crime|Thriller,103180
295,831,837,Matilda (1996),Children|Comedy|Fantasy,98683
296,832,838,Emma (1996),Comedy|Drama|Romance,122408
297,843,849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,165085
298,846,852,Tin Cup (1996),Comedy|Drama|Romance,116230
300,853,858,Godfather The (1972),Crime|Drama,161723
301,860,866,Bound (1996),Crime|Drama|Romance|Thriller,95467
302,864,870,Gone Fishin' (1997),Comedy,159718
303,875,881,First Kid (1996),Children|Comedy,89005
304,879,886,Bulletproof (1996),Action|Comedy|Crime,96329
305,891,898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,143194
306,892,899,Singin' in the Rain (1952),Comedy|Musical|Romance,146224
307,894,901,Funny Face (1957),Comedy|Musical,106416
308,895,902,Breakfast at Tiffany's (1961),Drama|Romance,198004
309,896,903,Vertigo (1958),Drama|Mystery|Romance|Thriller,84837
310,897,904,Rear Window (1954),Mystery|Thriller,198967
311,898,905,It Happened One Night (1934),Comedy|Romance,193833
312,901,908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,175969
313,902,909,"Apartment, The (1960)",Comedy|Drama|Romance,181072
314,903,910,Some Like It Hot (1959),Comedy|Crime,199989
315,905,912,Casablanca (1942),Drama|Romance,160038
316,906,913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,82321
317,907,914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,185009
318,908,915,Sabrina (1954),Comedy|Romance,170094
319,909,916,Roman Holiday (1953),Comedy|Drama|Romance,187253
320,911,918,Meet Me in St. Louis (1944),Musical,169470
321,912,919,The Wizard of Oz (1939),Adventure|Children|Fantasy|Musical,134101
322,913,920,Gone with the Wind (1939),Drama|Romance|War,129832
323,914,921,My Favorite Year (1982),Comedy,91608
324,916,923,Citizen Kane (1941),Drama|Mystery,77455
325,917,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,125118
326,918,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,95893
327,920,926,All About Eve (1950),Drama,105461
328,922,928,Rebecca (1940),Drama|Mystery|Romance|Thriller,158083
329,927,933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,101241
330,928,934,Father of the Bride (1950),Comedy,171343
331,931,937,Love in the Afternoon (1957),Comedy|Romance,95286
332,934,940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,131551
333,936,942,Laura (1944),Crime|Film-Noir|Mystery,182661
334,938,944,Lost Horizon (1937),Drama,150601
335,942,948,Giant (1956),Drama|Romance|Western,79187
336,944,950,"Thin Man, The (1934)",Comedy|Crime,152874
337,945,951,His Girl Friday (1940),Comedy|Romance,90633
338,947,953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,166466
339,948,954,Mr. Smith Goes to Washington (1939),Drama,97892
340,949,955,Bringing Up Baby (1938),Comedy|Romance,193302
341,961,967,"Outlaw, The (1943)",Western,120057
342,962,968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,79385
343,963,968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,112233
344,964,969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,151371
345,966,971,Cat on a Hot Tin Roof (1958),Drama,148780
346,980,986,Fly Away Home (1996),Adventure|Children,120896
347,989,996,Last Man Standing (1996),Action|Crime|Drama|Thriller,101846
348,991,998,Set It Off (1996),Action|Crime,154360
349,997,1004,"Glimmer Man, The (1996)",Action|Thriller,202234
350,998,1005,D3: The Mighty Ducks (1996),Children|Comedy,137641
351,1002,1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,163184
352,1005,1012,Old Yeller (1957),Children|Drama,203331
353,1006,1013,"Parent Trap, The (1961)",Children|Comedy|Romance,79289
354,1007,1014,Pollyanna (1960),Children|Comedy|Drama,130556
355,1008,1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,184464
356,1009,1016,"Shaggy Dog, The (1959)",Children|Comedy,76620
357,1010,1017,Swiss Family Robinson (1960),Adventure|Children,101921
358,1013,1020,Cool Runnings (1993),Comedy,169402
359,1014,1021,Angels in the Outfield (1994),Children|Comedy,75815
360,1015,1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,189484
361,1018,1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,194412
362,1021,1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,187102
363,1022,1029,Dumbo (1941),Animation|Children|Drama|Musical,106831
364,1023,1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,157283
365,1024,1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,192637
366,1025,1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,100667
367,1026,1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,149245
368,1028,1035,"Sound of Music, The (1965)",Musical|Romance,93497
369,1029,1036,Die Hard (1988),Action|Crime|Thriller,161313
370,1030,1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,138284
371,1035,1042,That Thing You Do! (1996),Comedy|Drama,90272
372,1040,1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,163094
373,1041,1049,"Ghost and the Darkness, The (1996)",Action|Adventure,78343
374,1043,1051,Trees Lounge (1996),Drama,188293
375,1052,1060,Swingers (1996),Comedy|Drama,128587
376,1053,1061,Sleepers (1996),Thriller,108019
377,1056,1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,155605
378,1061,1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,200334
379,1064,1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,78168
380,1066,1076,"Innocents, The (1961)",Drama|Horror|Thriller,200261
381,1067,1077,Sleeper (1973),Comedy|Sci-Fi,125332
382,1068,1078,Bananas (1971),Comedy|War,83716
383,1069,1079,"Fish Called Wanda, A (1988)",Comedy|Crime,98909
384,1070,1080,Monty Python's Life of Brian (1979),Comedy,197190
385,1073,1083,"Great Race, The (1965)",Comedy|Musical,164027
386,1074,1084,Bonnie and Clyde (1967),Crime|Drama,150331
387,1076,1086,Dial M for Murder (1954),Crime|Mystery|Thriller,148501
388,1078,1088,Dirty Dancing (1987),Drama|Musical|Romance,187205
389,1079,1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,140122
390,1080,1090,Platoon (1986),Drama|War,89306
391,1081,1091,Weekend at Bernie's (1989),Comedy,95533
392,1082,1092,Basic Instinct (1992),Crime|Mystery|Thriller,178885
393,1085,1095,Glengarry Glen Ross (1992),Drama,126347
394,1086,1096,Sophie's Choice (1982),Drama,152969
395,1087,1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,92826
396,1089,1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,142684
397,1090,1100,Days of Thunder (1990),Action|Drama|Romance,138241
398,1091,1101,Top Gun (1986),Action|Romance,162573
399,1093,1103,Rebel Without a Cause (1955),Drama,93576
400,1113,1124,On Golden Pond (1981),Drama,153918
401,1114,1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,78531
402,1115,1126,Drop Dead Fred (1991),Comedy|Fantasy,127987
403,1116,1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,191297
404,1117,1128,"Fog, The (1980)",Horror,100526
405,1118,1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,114271
406,1124,1135,Private Benjamin (1980),Comedy,203660
407,1125,1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,173333
408,1151,1162,"Ruling Class, The (1972)",Comedy|Drama,83370
409,1164,1175,Delicatessen (1991),Comedy|Drama|Romance,124072
410,1167,1178,Paths of Glory (1957),Drama|War,156931
411,1171,1183,"English Patient, The (1996)",Drama|Romance|War,98672
412,1173,1185,My Left Foot (1989),Drama,141964
413,1177,1189,"Thin Blue Line, The (1988)",Documentary,199674
414,1180,1192,Paris Is Burning (1990),Documentary,171359
415,1181,1193,One Flew Over the Cuckoo's Nest (1975),Drama,196692
416,1184,1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,106388
417,1186,1199,Brazil (1985),Fantasy|Sci-Fi,146555
418,1187,1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90486
419,1189,1202,Withnail & I (1987),Comedy,150179
420,1190,1203,12 Angry Men (1957),Drama,151837
421,1191,1204,Lawrence of Arabia (1962),Adventure|Drama|War,138615
